date,team1,team2,score,championship
2013-03-16,Brescia,Bari,1-1,B
2013-03-16,Juve Stabia,Ascoli,1-1,B
2013-03-16,Empoli,Lanciano,2-2,B
2013-03-16,Grosseto,Modena,2-0,B
2013-03-16,Novara,Crotone,5-1,B
2013-03-17,Pescara,Chievo,0-2,A
2013-03-17,Siena,Cagliari,0-0,A
2013-03-17,Torino,Lazio,1-0,A
2013-03-17,Roma,Parma,2-0,A
2013-03-17,Milan,Palermo,2-0,A
2013-03-17,Fiorentina,Genoa,3-2,A
2013-03-17,Napoli,Atalanta,3-2,A
2013-03-19,Ascoli,Reggina,0-3,B
2013-03-19,Cittadella,Spezia,0-0,B
2013-03-19,Cesena,Livorno,0-0,B
2013-03-19,Ternana,Grosseto,0-0,B
2013-03-19,Juve Stabia,Sassuolo,1-1,B
2013-03-19,Crotone,Vicenza,1-0,B
2013-03-19,Lanciano,Verona,1-2,B
2013-03-19,Pro Vercelli,Brescia,2-3,B
2013-03-19,Modena,Empoli,2-3,B
2013-03-19,Bari,Padova,3-0,B
2013-03-20,Varese,Novara,0-2,B
2013-03-23,Padova,Modena,0-1,B
2013-03-23,Grosseto,Cesena,1-2,B
2013-03-24,Sassuolo,Ternana,0-0,B
2013-03-24,Empoli,Bari,0-1,B
2013-03-24,Spezia,Pro Vercelli,1-3,B
2013-03-24,Vicenza,Varese,1-1,B
2013-03-24,Novara,Ascoli,1-0,B
2013-03-24,Reggina,Juve Stabia,2-1,B
2013-03-24,Livorno,Lanciano,2-0,B
2013-03-24,Brescia,Cittadella,2-2,B
2013-03-24,Verona,Crotone,3-2,B
2013-03-27,Cesena,Padova,2-0,B
2013-03-28,Crotone,Spezia,0-2,B
2013-03-28,Pro Vercelli,Empoli,0-1,B
2013-03-28,Juve Stabia,Modena,1-0,B
2013-03-28,Bari,Livorno,1-1,B
2013-03-28,Sassuolo,Verona,1-1,B
2013-03-28,Ternana,Brescia,1-0,B
2013-03-28,Cittadella,Novara,2-6,B
2013-03-28,Lanciano,Vicenza,2-0,B
2013-03-28,Varese,Reggina,3-0,B
2013-03-28,Ascoli,Grosseto,3-1,B
2013-03-30,Chievo,Milan,0-1,A
2013-03-30,Udinese,Bologna,0-0,A
2013-03-30,Atalanta,Sampdoria,0-0,A
2013-03-30,Inter,Juventus,1-2,A
2013-03-30,Lazio,Catania,2-1,A
2013-03-30,Cagliari,Fiorentina,2-1,A
2013-03-30,Genoa,Siena,2-2,A
2013-03-30,Palermo,Roma,2-0,A
2013-03-30,Torino,Napoli,3-5,A
2013-03-30,Parma,Pescara,3-0,A
2013-04-02,Ascoli,Lanciano,1-1,B
2013-04-03,Verona,Padova,0-2,B
2013-04-03,Vicenza,Bari,0-1,B
2013-04-05,Chievo,Cagliari,0-0,A
2013-04-05,Fiorentina,Roma,0-1,A
2013-04-05,Novara,Bari,0-1,B
2013-04-05,Cittadella,Reggina,1-2,B
2013-04-05,Spezia,Lanciano,1-1,B
2013-04-05,Ternana,Livorno,1-1,B
2013-04-05,Vicenza,Empoli,1-5,B
2013-04-05,Grosseto,Varese,2-2,B
2013-04-05,Crotone,Modena,2-1,B
2013-04-05,Cesena,Juve Stabia,3-1,B
2013-04-05,Brescia,Ascoli,3-2,B
2013-04-10,Padova,Varese,3-2,B
2013-04-11,Bologna,Chievo,0-0,A
2013-04-13,Atalanta,Fiorentina,0-2,A
2013-04-13,Pescara,Siena,2-3,A
2013-04-13,Ternana,Reggina,1-0,B
2013-04-13,Varese,Livorno,1-3,B
2013-04-13,Sassuolo,Brescia,1-1,B
2013-04-13,Crotone,Pro Vercelli,2-1,B
2013-04-13,Juve Stabia,Spezia,2-1,B
2013-04-13,Ascoli,Modena,2-3,B
2013-04-13,Cittadella,Padova,3-3,B
2013-04-13,Novara,Vicenza,3-1,B
2013-04-13,Bari,Lanciano,4-3,B
2013-04-14,Chievo,Catania,0-0,A
2013-04-14,Parma,Udinese,0-3,A
2013-04-14,Palermo,Bologna,1-1,A
2013-04-14,Milan,Napoli,1-1,A
2013-04-14,Torino,Roma,1-2,A
2013-04-14,Genoa,Sampdoria,1-1,A
2013-04-14,Cagliari,Inter,2-0,A
2013-04-15,Lazio,Juventus,0-2,A
2013-04-16,Reggina,Sassuolo,0-2,B
2013-04-16,Verona,Cittadella,0-0,B
2013-04-16,Modena,Bari,0-0,B
2013-04-16,Lanciano,Ternana,1-1,B
2013-04-16,Vicenza,Ascoli,1-0,B
2013-04-16,Spezia,Cesena,1-0,B
2013-04-16,Pro Vercelli,Varese,2-1,B
2013-04-16,Padova,Crotone,2-1,B
2013-04-16,Brescia,Grosseto,3-1,B
2013-04-16,Empoli,Juve Stabia,5-0,B
2013-04-17,Livorno,Novara,1-3,B
2013-04-20,Genoa,Atalanta,1-1,A
2013-04-20,Udinese,Lazio,1-0,A
2013-04-20,Ternana,Varese,0-1,B
2013-04-20,Grosseto,Livorno,0-3,B
2013-04-20,Novara,Modena,0-1,B
2013-04-20,Cesena,Lanciano,1-1,B
2013-04-20,Cittadella,Juve Stabia,1-0,B
2013-04-20,Crotone,Reggina,2-2,B
2013-04-20,Sassuolo,Bari,2-1,B
2013-04-20,Vicenza,Pro Vercelli,3-1,B
2013-04-20,Spezia,Empoli,3-0,B
2013-04-21,Siena,Chievo,0-1,A
2013-04-21,Juventus,Milan,1-0,A
2013-04-21,Inter,Parma,1-0,A
2013-04-21,Bologna,Sampdoria,1-1,A
2013-04-21,Roma,Pescara,1-1,A
2013-04-21,Catania,Palermo,1-1,A
2013-04-21,Napoli,Cagliari,3-2,A
2013-04-21,Fiorentina,Torino,4-3,A
2013-04-22,Ascoli,Padova,0-1,B
2013-04-22,Verona,Brescia,4-2,B
2013-04-26,Modena,Sassuolo,2-1,B
2013-04-27,Cagliari,Udinese,0-1,A
2013-04-27,Pescara,Napoli,0-3,A
2013-04-27,Atalanta,Bologna,1-1,A
2013-04-27,Ascoli,Verona,0-5,B
2013-04-27,Pro Vercelli,Grosseto,0-0,B
2013-04-27,Reggina,Brescia,0-1,B
2013-04-27,Juve Stabia,Ternana,1-1,B
2013-04-27,Lanciano,Crotone,1-1,B
2013-04-27,Bari,Spezia,2-1,B
2013-04-27,Livorno,Vicenza,2-0,B
2013-04-27,Varese,Cittadella,2-0,B
2013-04-27,Padova,Novara,3-3,B
2013-04-28,Sampdoria,Fiorentina,0-3,A
2013-04-28,Chievo,Genoa,0-1,A
2013-04-28,Torino,Juventus,0-2,A
2013-04-28,Parma,Lazio,0-0,A
2013-04-28,Palermo,Inter,1-0,A
2013-04-28,Milan,Catania,4-2,A
2013-04-28,Roma,Siena,4-0,A
2013-04-28,Empoli,Cesena,1-0,B
2013-05-01,Catania,Torino,0-0,A
2013-05-01,Lazio,Cagliari,2-1,A
2013-05-04,Reggina,Bari,1-0,B
2013-05-05,Juventus,Palermo,1-0,A
2013-05-05,Milan,Torino,1-0,A
2013-05-05,Parma,Atalanta,2-0,A
2013-05-05,Napoli,Inter,3-1,A
2013-05-05,Catania,Siena,3-0,A
2013-05-05,Udinese,Sampdoria,3-1,A
2013-05-05,Genoa,Pescara,4-1,A
2013-05-05,Lazio,Bologna,6-0,A
2013-05-10,Chievo,Atalanta,0-1,A
2013-05-10,Inter,Roma,0-3,A
2013-05-10,Novara,Lanciano,0-3,B
2013-05-10,Carpi,Cittadella,0-1,B
2013-05-10,Avellino,Bari,1-0,B
2013-05-10,Brescia,Palermo,1-1,B
2013-05-10,Pescara,Spezia,1-1,B
2013-05-10,Cesena,Siena,1-1,B
2013-05-10,Trapani,Latina,1-1,B
2013-05-10,Ternana,Juve Stabia,1-1,B
2013-05-10,Empoli,Modena,2-1,B
2013-05-13,Varese,Crotone,1-1,B
2013-05-18,Sampdoria,Juventus,3-2,A
2013-05-18,Vicenza,Reggina,0-0,B
2013-05-18,Verona,Empoli,0-0,B
2013-05-18,Cesena,Pro Vercelli,1-1,B
2013-05-18,Novara,Lanciano,1-1,B
2013-05-18,Sassuolo,Livorno,1-0,B
2013-05-18,Spezia,Modena,1-1,B
2013-05-18,Cittadella,Ascoli,1-0,B
2013-05-18,Ternana,Padova,2-1,B
2013-05-18,Brescia,Varese,2-0,B
2013-05-18,Grosseto,Bari,4-3,B
2013-05-19,Bologna,Genoa,0-0,A
2013-05-19,Pescara,Fiorentina,1-5,A
2013-05-19,Siena,Milan,1-2,A
2013-05-19,Palermo,Parma,1-3,A
2013-05-19,Cagliari,Lazio,1-0,A
2013-05-19,Atalanta,Chievo,2-2,A
2013-05-19,Torino,Catania,2-2,A
2013-05-19,Inter,Udinese,2-5,A
2013-05-19,Roma,Napoli,2-1,A
2013-05-19,Crotone,Juve Stabia,3-3,B
2013-06-01,Fiorentina,Pescara,0-2,A
2013-06-01,Chievo,Atalanta,1-0,A
2013-06-01,Juventus,Sampdoria,1-2,A
2013-06-01,Genoa,Bologna,2-0,A
2013-06-01,Parma,Palermo,2-1,A
2013-06-01,Milan,Siena,2-1,A
2013-06-01,Udinese,Inter,3-0,A
2013-06-01,Napoli,Roma,4-1,A
2013-06-03,Modena,Brescia,1-2,B
2013-06-03,Cesena,Ascoli,1-2,B
2013-06-04,Juventus,Pescara,2-1,A
2013-06-04,Bologna,Torino,2-2,A
2013-06-04,Empoli,Crotone,0-0,B
2013-06-04,Modena,Pro Vercelli,1-0,B
2013-06-04,Lanciano,Juve Stabia,1-1,B
2013-06-04,Vicenza,Cittadella,1-2,B
2013-06-04,Verona,Ternana,2-1,B
2013-06-04,Spezia,Grosseto,2-1,B
2013-06-04,Brescia,Cesena,2-1,B
2013-06-04,Novara,Sassuolo,3-2,B
2013-06-04,Livorno,Ascoli,3-0,B
2013-06-05,Sassuolo,Padova,1-1,B
2013-06-10,Lazio,Fiorentina,0-0,A
2013-06-10,Bologna,Verona,1-4,A
2013-06-10,Catania,Genoa,1-1,A
2013-06-10,Udinese,Cagliari,2-0,A
2013-06-10,Sampdoria,Torino,2-2,A
2013-06-10,Parma,Sassuolo,3-1,A
2013-06-10,Juventus,Milan,3-2,A
2013-06-10,Napoli,Livorno,4-0,A
2013-06-12,Bologna,Juventus,0-2,A
2013-06-12,Cesena,Padova,0-1,B
2013-07-04,Siena,Parma,0-0,A
2013-07-04,Catania,Cagliari,0-0,A
2013-07-04,Sampdoria,Palermo,1-3,A
2013-07-04,Fiorentina,Milan,2-2,A
2013-07-04,Napoli,Genoa,2-0,A
2013-07-04,Udinese,Chievo,3-1,A
2013-07-04,Inter,Atalanta,3-4,A
2013-07-05,Roma,Chievo,0-1,A
2013-07-09,Spezia,Carpi,0-2,B
2013-07-09,Brescia,Novara,1-1,B
2013-07-10,Crotone,Reggina,2-0,B
2013-07-12,Livorno,Milan,2-2,A
2013-07-12,Napoli,Udinese,3-3,A
2013-07-12,Siena,Pescara,1-3,B
2013-07-12,Carpi,Varese,1-0,B
2013-07-12,Juve Stabia,Bari,1-1,B
2013-07-12,Ternana,Latina,1-0,B
2013-07-12,Novara,Modena,1-0,B
2013-07-12,Crotone,Empoli,1-1,B
2013-07-12,Lanciano,Palermo,1-1,B
2013-07-12,Cittadella,Trapani,2-2,B
2013-07-12,Brescia,Reggina,2-1,B
2013-08-02,Cesena,Ternana,1-0,B
2013-08-03,Genoa,Milan,0-2,A
2013-08-04,Roma,Lazio,1-1,A
2013-08-04,Padova,Varese,1-1,B
2013-08-05,Siena,Fiorentina,0-1,A
2013-08-05,Torino,Genoa,0-0,A
2013-08-05,Cagliari,Parma,0-1,A
2013-08-05,Bologna,Napoli,0-3,A
2013-08-05,Atalanta,Juventus,0-1,A
2013-08-05,Pescara,Milan,0-4,A
2013-08-05,Sampdoria,Catania,1-1,A
2013-08-05,Inter,Lazio,1-3,A
2013-08-05,Palermo,Udinese,2-3,A
2013-08-09,Padova,Palermo,0-3,B
2013-08-09,Cesena,Lanciano,0-1,B
2013-08-09,Latina,Varese,0-3,B
2013-08-09,Avellino,Ternana,1-0,B
2013-08-09,Empoli,Trapani,1-1,B
2013-08-09,Modena,Cittadella,2-0,B
2013-08-09,Pescara,Crotone,2-2,B
2013-08-09,Reggina,Juve Stabia,3-1,B
2013-08-09,Siena,Bari,3-2,B
2013-08-11,Spezia,Cesena,2-1,B
2013-08-12,Sassuolo,Chievo,0-1,A
2013-08-12,Torino,Lazio,1-0,A
2013-08-12,Sampdoria,Catania,2-0,A
2013-08-12,Cagliari,Genoa,2-1,A
2013-08-12,Verona,Atalanta,2-1,A
2013-08-12,Roma,Fiorentina,2-1,A
2013-08-12,Inter,Parma,3-3,A
2013-08-23,Reggina,Bari,0-0,B
2013-08-24,Sampdoria,Juventus,0-1,A
2013-08-24,Verona,Milan,2-1,A
2013-08-24,Padova,Trapani,0-2,B
2013-08-24,Spezia,Cittadella,0-0,B
2013-08-24,Modena,Palermo,1-1,B
2013-08-24,Ternana,Carpi,1-0,B
2013-08-24,Brescia,Lanciano,2-2,B
2013-08-24,Avellino,Novara,2-1,B
2013-08-24,Empoli,Latina,3-1,B
2013-08-24,Pescara,Juve Stabia,3-0,B
2013-08-24,Siena,Crotone,5-2,B
2013-08-25,Livorno,Roma,0-2,A
2013-08-25,Parma,Chievo,0-0,A
2013-08-25,Inter,Genoa,2-0,A
2013-08-25,Lazio,Udinese,2-1,A
2013-08-25,Cagliari,Atalanta,2-1,A
2013-08-25,Torino,Sassuolo,2-0,A
2013-08-25,Napoli,Bologna,3-0,A
2013-08-26,Fiorentina,Catania,2-1,A
2013-08-26,Cesena,Varese,1-0,B
2013-08-31,Chievo,Napoli,2-4,A
2013-08-31,Juventus,Lazio,4-1,A
2013-08-31,Bari,Brescia,0-0,B
2013-08-31,Latina,Avellino,1-1,B
2013-08-31,Crotone,Cesena,1-2,B
2013-08-31,Palermo,Empoli,1-2,B
2013-08-31,Lanciano,Reggina,1-1,B
2013-08-31,Varese,Modena,1-1,B
2013-08-31,Juve Stabia,Spezia,1-2,B
2013-08-31,Novara,Siena,2-1,B
2013-08-31,Cittadella,Ternana,2-2,B
2013-09-02,Lazio,Napoli,1-1,A
2013-09-02,Juventus,Fiorentina,2-0,A
2013-09-02,Bari,Varese,0-1,B
2013-09-02,Verona,Vicenza,0-1,B
2013-09-02,Padova,Brescia,0-0,B
2013-09-02,Pro Vercelli,Sassuolo,1-3,B
2013-09-02,Modena,Reggina,1-1,B
2013-09-02,Crotone,Grosseto,1-0,B
2013-09-02,Juve Stabia,Novara,2-4,B
2013-09-02,Lanciano,Cittadella,3-2,B
2013-09-02,Spezia,Ascoli,4-3,B
2013-09-03,Udinese,Roma,1-1,A
2013-09-03,Ternana,Spezia,0-0,B
2013-09-03,Grosseto,Verona,0-2,B
2013-09-03,Padova,Vicenza,0-1,B
2013-09-03,Pro Vercelli,Lanciano,1-2,B
2013-09-03,Brescia,Novara,1-1,B
2013-09-03,Ascoli,Empoli,1-2,B
2013-09-03,Bari,Juve Stabia,2-0,B
2013-09-03,Livorno,Reggina,3-3,B
2013-09-03,Varese,Sassuolo,3-4,B
2013-09-03,Modena,Cittadella,3-3,B
2013-09-11,Catania,Udinese,1-0,A
2013-09-11,Inter,Livorno,2-0,A
2013-09-11,Brescia,Avellino,0-2,B
2013-09-11,Cittadella,Pescara,0-1,B
2013-09-11,Carpi,Crotone,1-2,B
2013-09-11,Lanciano,Siena,1-1,B
2013-09-11,Juve Stabia,Modena,1-1,B
2013-09-11,Bari,Varese,2-1,B
2013-09-11,Novara,Latina,2-2,B
2013-09-11,Reggina,Padova,2-1,B
2013-09-11,Palermo,Trapani,3-0,B
2013-09-12,Spezia,Avellino,0-0,B
2013-09-13,Palermo,Cesena,2-1,B
2013-09-14,Inter,Juventus,1-1,A
2013-09-14,Napoli,Atalanta,2-0,A
2013-09-14,Torino,Milan,2-2,A
2013-09-14,Carpi,Empoli,0-2,B
2013-09-14,Cittadella,Latina,0-0,B
2013-09-14,Novara,Padova,1-0,B
2013-09-14,Crotone,Spezia,1-0,B
2013-09-14,Lanciano,Avellino,1-0,B
2013-09-14,Bari,Modena,1-0,B
2013-09-14,Juve Stabia,Siena,2-2,B
2013-09-14,Varese,Pescara,3-2,B
2013-09-14,Trapani,Reggina,4-0,B
2013-09-15,Sampdoria,Genoa,0-3,A
2013-09-15,Fiorentina,Cagliari,1-1,A
2013-09-15,Udinese,Bologna,1-1,A
2013-09-15,Verona,Sassuolo,2-0,A
2013-09-15,Livorno,Catania,2-0,A
2013-09-15,Lazio,Chievo,3-0,A
2013-09-16,Parma,Roma,1-3,A
2013-09-16,Ternana,Brescia,1-2,B
2013-09-20,Latina,Lanciano,0-0,B
2013-09-20,Spezia,Palermo,1-0,B
2013-09-21,Genoa,Livorno,0-0,A
2013-09-21,Cagliari,Sampdoria,2-2,A
2013-09-21,Chievo,Udinese,2-1,A
2013-09-21,Cittadella,Juve Stabia,0-2,B
2013-09-21,Pescara,Bari,0-1,B
2013-09-21,Avellino,Varese,1-1,B
2013-09-21,Brescia,Crotone,1-2,B
2013-09-21,Reggina,Novara,1-1,B
2013-09-21,Siena,Ternana,1-1,B
2013-09-21,Modena,Trapani,3-1,B
2013-09-21,Empoli,Padova,3-1,B
2013-09-21,Cesena,Carpi,4-1,B
2013-09-22,Atalanta,Fiorentina,0-2,A
2013-09-22,Catania,Parma,0-0,A
2013-09-22,Sassuolo,Inter,0-7,A
2013-09-22,Milan,Napoli,1-2,A
2013-09-22,Bologna,Torino,1-2,A
2013-09-22,Juventus,Verona,2-1,A
2013-09-22,Roma,Lazio,2-0,A
2013-09-24,Udinese,Genoa,1-0,A
2013-09-24,Padova,Latina,0-0,B
2013-09-24,Carpi,Brescia,0-0,B
2013-09-24,Empoli,Siena,0-0,B
2013-09-24,Trapani,Cesena,0-1,B
2013-09-24,Juve Stabia,Lanciano,0-1,B
2013-09-24,Ternana,Spezia,1-2,B
2013-09-24,Pescara,Avellino,1-1,B
2013-09-24,Varese,Reggina,1-0,B
2013-09-24,Bari,Palermo,2-1,B
2013-09-24,Novara,Cittadella,2-2,B
2013-09-24,Crotone,Modena,3-1,B
2013-09-25,Sampdoria,Roma,0-2,A
2013-09-25,Chievo,Juventus,1-2,A
2013-09-25,Napoli,Sassuolo,1-1,A
2013-09-25,Livorno,Cagliari,1-1,A
2013-09-25,Torino,Verona,2-2,A
2013-09-25,Bologna,Milan,3-3,A
2013-09-25,Lazio,Catania,3-1,A
2013-09-25,Parma,Atalanta,4-3,A
2013-09-26,Inter,Fiorentina,2-1,A
2013-09-28,Genoa,Napoli,0-2,A
2013-09-28,Milan,Sampdoria,1-0,A
2013-09-28,Reggina,Carpi,0-1,B
2013-09-28,Spezia,Novara,0-0,B
2013-09-28,Cittadella,Crotone,1-0,B
2013-09-28,Lanciano,Bari,1-0,B
2013-09-28,Siena,Trapani,2-1,B
2013-09-28,Varese,Ternana,2-1,B
2013-09-28,Latina,Brescia,2-0,B
2013-09-28,Palermo,Juve Stabia,3-0,B
2013-09-28,Modena,Padova,3-1,B
2013-09-29,Torino,Juventus,0-1,A
2013-09-29,Cagliari,Inter,1-1,A
2013-09-29,Sassuolo,Lazio,2-2,A
2013-09-29,Catania,Chievo,2-0,A
2013-09-29,Verona,Livorno,2-1,A
2013-09-29,Atalanta,Udinese,2-0,A
2013-09-29,Roma,Bologna,5-0,A
2013-09-30,Fiorentina,Parma,2-2,A
2013-09-30,Cesena,Pescara,1-1,B
2013-09-30,Avellino,Empoli,1-0,B
2013-10-02,Parma,Genoa,0-0,A
2013-10-02,Atalanta,Catania,0-0,A
2013-10-02,Bologna,Siena,1-1,A
2013-10-02,Palermo,Pescara,1-1,A
2013-10-02,Cagliari,Milan,1-1,A
2013-10-02,Udinese,Torino,1-0,A
2013-10-02,Sampdoria,Roma,3-1,A
2013-10-02,Inter,Chievo,3-1,A
2013-10-03,Inter,Bologna,0-1,A
2013-10-03,Lazio,Fiorentina,0-2,A
2013-10-03,Juventus,Catania,1-0,A
2013-10-03,Palermo,Siena,1-2,A
2013-10-03,Chievo,Napoli,2-0,A
2013-10-03,Atalanta,Pescara,2-1,A
2013-10-03,Cagliari,Sampdoria,3-1,A
2013-10-03,Parma,Torino,4-1,A
2013-10-05,Livorno,Brescia,3-0,B
2013-10-11,Chievo,Milan,0-0,A
2013-10-11,Roma,Sassuolo,1-1,A
2013-10-11,Parma,Lazio,1-1,A
2013-10-11,Atalanta,Bologna,2-1,A
2013-10-11,Genoa,Verona,2-0,A
2013-10-11,Cagliari,Torino,2-1,A
2013-10-11,Fiorentina,Sampdoria,2-1,A
2013-10-11,Juventus,Napoli,3-0,A
2013-10-13,Juve Stabia,Cesena,0-2,B
2013-10-13,Varese,Trapani,0-0,B
2013-10-13,Latina,Modena,0-0,B
2013-10-13,Bari,Crotone,1-2,B
2013-10-13,Cittadella,Padova,1-0,B
2013-10-13,Palermo,Pescara,1-0,B
2013-10-13,Lanciano,Ternana,1-1,B
2013-10-13,Siena,Avellino,3-0,B
2013-10-14,Carpi,Novara,1-0,B
2013-10-18,Roma,Napoli,2-0,A
2013-10-18,Cesena,Bari,2-1,B
2013-10-19,Milan,Udinese,1-0,A
2013-10-19,Cagliari,Catania,2-1,A
2013-10-19,Pescara,Latina,0-1,B
2013-10-19,Crotone,Lanciano,1-2,B
2013-10-19,Trapani,Spezia,1-1,B
2013-10-19,Padova,Juve Stabia,2-1,B
2013-10-19,Empoli,Varese,2-0,B
2013-10-19,Modena,Reggina,3-0,B
2013-10-19,Avellino,Carpi,4-1,B
2013-10-19,Brescia,Cittadella,4-1,B
2013-10-19,Ternana,Novara,5-0,B
2013-10-20,Livorno,Sampdoria,1-2,A
2013-10-20,Atalanta,Lazio,2-1,A
2013-10-20,Genoa,Chievo,2-1,A
2013-10-20,Sassuolo,Bologna,2-1,A
2013-10-20,Torino,Inter,3-3,A
2013-10-20,Verona,Parma,3-2,A
2013-10-20,Fiorentina,Juventus,4-2,A
2013-10-21,Siena,Palermo,2-3,B
2013-10-25,Reggina,Pescara,2-3,B
2013-10-26,Sampdoria,Atalanta,1-0,A
2013-10-26,Inter,Verona,4-2,A
2013-10-26,Palermo,Varese,0-0,B
2013-10-26,Juve Stabia,Empoli,0-2,B
2013-10-26,Bari,Trapani,1-1,B
2013-10-26,Carpi,Latina,1-1,B
2013-10-26,Lanciano,Padova,1-0,B
2013-10-26,Brescia,Siena,2-2,B
2013-10-26,Spezia,Modena,2-1,B
2013-10-26,Ternana,Crotone,2-3,B
2013-10-27,Catania,Sassuolo,0-0,A
2013-10-27,Udinese,Roma,0-1,A
2013-10-27,Chievo,Fiorentina,1-2,A
2013-10-27,Bologna,Livorno,1-0,A
2013-10-27,Lazio,Cagliari,2-0,A
2013-10-27,Napoli,Torino,2-0,A
2013-10-27,Juventus,Genoa,2-0,A
2013-10-27,Parma,Milan,3-2,A
2013-10-28,Novara,Cesena,1-1,B
2013-10-29,Atalanta,Inter,1-1,A
2013-10-29,Cittadella,Avellino,1-2,B
2013-10-30,Cagliari,Bologna,0-3,A
2013-10-30,Milan,Lazio,1-1,A
2013-10-30,Fiorentina,Napoli,1-2,A
2013-10-30,Genoa,Parma,1-0,A
2013-10-30,Sassuolo,Udinese,1-2,A
2013-10-30,Verona,Sampdoria,2-0,A
2013-10-30,Livorno,Torino,3-3,A
2013-10-30,Juventus,Catania,4-0,A
2013-10-31,Roma,Chievo,1-0,A
2013-11-02,Empoli,Livorno,2-1,B
2013-11-03,Crotone,Cesena,1-0,B
2013-11-05,Juventus,Cagliari,1-1,A
2013-11-05,Catania,Pescara,1-0,A
2013-11-05,Modena,Vicenza,0-1,B
2013-11-05,Juve Stabia,Verona,0-3,B
2013-11-05,Pro Vercelli,Novara,1-2,B
2013-11-05,Ascoli,Ternana,1-1,B
2013-11-05,Padova,Spezia,1-1,B
2013-11-05,Empoli,Cittadella,1-0,B
2013-11-05,Reggina,Grosseto,1-0,B
2013-11-05,Lanciano,Sassuolo,2-2,B
2013-11-05,Bari,Cesena,2-1,B
2013-11-11,Ternana,Empoli,1-0,B
2013-11-16,Padova,Brescia,0-0,B
2013-11-16,Reggina,Palermo,0-2,B
2013-11-17,Latina,Bari,1-0,B
2013-11-17,Pescara,Ternana,2-1,B
2013-11-17,Avellino,Juve Stabia,2-1,B
2013-11-17,Cesena,Cittadella,2-2,B
2013-11-17,Siena,Spezia,2-0,B
2013-11-17,Varese,Crotone,2-0,B
2013-11-17,Trapani,Novara,2-1,B
2013-11-17,Modena,Carpi,2-3,B
2013-11-17,Empoli,Lanciano,3-0,B
2013-11-22,Novara,Pescara,0-0,B
2013-11-23,Verona,Chievo,0-1,A
2013-11-23,Napoli,Parma,0-1,A
2013-11-23,Milan,Genoa,1-1,A
2013-11-23,Brescia,Cesena,0-0,B
2013-11-23,Cittadella,Reggina,0-0,B
2013-11-23,Spezia,Empoli,1-3,B
2013-11-23,Ternana,Modena,1-1,B
2013-11-23,Bari,Padova,2-2,B
2013-11-23,Juve Stabia,Trapani,2-3,B
2013-11-23,Lanciano,Varese,2-0,B
2013-11-23,Crotone,Avellino,3-2,B
2013-11-24,Livorno,Juventus,0-2,A
2013-11-24,Bologna,Inter,1-1,A
2013-11-24,Sampdoria,Lazio,1-1,A
2013-11-24,Udinese,Fiorentina,1-0,A
2013-11-24,Sassuolo,Atalanta,2-0,A
2013-11-24,Torino,Catania,4-1,A
2013-11-24,Carpi,Siena,0-1,B
2013-11-24,Palermo,Latina,1-2,B
2013-11-25,Roma,Cagliari,0-0,A
2013-11-29,Empoli,Brescia,2-2,B
2013-11-30,Genoa,Torino,1-1,A
2013-11-30,Parma,Bologna,1-1,A
2013-11-30,Avellino,Cesena,0-0,B
2013-11-30,Padova,Crotone,0-0,B
2013-11-30,Reggina,Spezia,1-2,B
2013-11-30,Latina,Juve Stabia,1-0,B
2013-11-30,Modena,Siena,1-1,B
2013-11-30,Trapani,Lanciano,1-0,B
2013-11-30,Palermo,Novara,2-1,B
2013-11-30,Varese,Cittadella,2-1,B
2013-11-30,Pescara,Carpi,4-2,B
2013-12-01,Inter,Pescara,2-0,A
2013-12-01,Bologna,Chievo,4-0,A
2013-12-04,Grosseto,Empoli,0-1,B
2013-12-04,Cesena,Verona,0-0,B
2013-12-05,Genoa,Inter,0-0,A
2013-12-05,Parma,Bologna,0-2,A
2013-12-05,Milan,Roma,0-0,A
2013-12-05,Fiorentina,Palermo,1-0,A
2013-12-05,Chievo,Torino,1-1,A
2013-12-05,Udinese,Atalanta,2-1,A
2013-12-05,Napoli,Siena,2-1,A
2013-12-05,Lazio,Sampdoria,2-0,A
2013-12-10,Reggina,Empoli,2-1,B
2013-12-10,Spezia,Brescia,2-2,B
2013-12-13,Reggina,Siena,0-2,B
2013-12-14,Catania,Verona,0-0,A
2013-12-14,Empoli,Cesena,0-0,B
2013-12-14,Modena,Brescia,0-1,B
2013-12-14,Trapani,Avellino,1-1,B
2013-12-14,Juve Stabia,Novara,1-2,B
2013-12-14,Padova,Ternana,1-1,B
2013-12-14,Bari,Carpi,2-2,B
2013-12-14,Latina,Crotone,2-3,B
2013-12-14,Palermo,Cittadella,3-1,B
2013-12-14,Varese,Spezia,4-0,B
2013-12-15,Chievo,Sampdoria,0-1,A
2013-12-15,Parma,Cagliari,0-0,A
2013-12-15,Udinese,Torino,0-2,A
2013-12-15,Genoa,Atalanta,1-1,A
2013-12-15,Lazio,Livorno,2-0,A
2013-12-15,Fiorentina,Bologna,3-0,A
2013-12-15,Napoli,Inter,4-2,A
2013-12-15,Juventus,Sassuolo,4-0,A
2013-12-15,Lanciano,Pescara,0-1,B
2013-12-16,Milan,Roma,2-2,A
2013-12-20,Ternana,Trapani,0-2,B
2013-12-20,Pescara,Padova,1-0,B
2013-12-21,Livorno,Udinese,1-2,A
2013-12-21,Cagliari,Napoli,1-1,A
2013-12-21,Novara,Empoli,0-1,B
