,data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste,team1,team2,score,championship
533,2016-09-18,domenica,37,19,13,75,sole,0,0,Udinese,Chievo,1-2,A
533,2016-09-18,domenica,37,19,13,75,sole,0,0,Inter,Juventus,2-1,A
534,2016-09-20,martedì,23,20,13,66,sole,0,0,Milan,Lazio,2-0,A
535,2016-09-21,mercoledì,22,17,14,76,sole,0,0,Empoli,Inter,0-2,A
535,2016-09-21,mercoledì,22,17,14,76,sole,0,0,Genoa,Napoli,0-0,A
535,2016-09-21,mercoledì,22,17,14,76,sole,0,0,Chievo,Sassuolo,2-1,A
535,2016-09-21,mercoledì,22,17,14,76,sole,0,0,Juventus,Cagliari,4-0,A
536,2016-09-22,giovedì,25,18,14,65,sole,serie A,0,-,-,-,-
537,2016-09-23,venerdì,25,17,11,66,sole,0,0,-,-,-,-
538,2016-09-24,sabato,31,18,12,67,sole,0,0,Palermo,Juventus,0-1,A
538,2016-09-24,sabato,31,18,12,67,sole,0,0,Napoli,Chievo,2-0,A
539,2016-09-25,domenica,32,18,11,68,sole,serie A,0,Inter,Bologna,1-1,A
539,2016-09-25,domenica,32,18,11,68,sole,serie A,0,Lazio,Empoli,2-0,A
540,2016-09-27,martedì,25,19,13,66,sole,0,0,-,-,-,-
541,2016-09-28,mercoledì,18,18,12,71,sole,champions,0,-,-,-,-
542,2016-09-29,giovedì,29,18,13,75,sole,0,0,-,-,-,-
543,2016-09-30,venerdì,31,18,12,73,sole,0,0,-,-,-,-
544,2016-10-01,sabato,31,18,11,74,pioggia ,0,0,Bologna,Chievo,0-1,A
544,2016-10-01,sabato,31,18,11,74,pioggia ,0,0,Inter,Sassuolo,0-1,A
544,2016-10-01,sabato,31,18,11,74,pioggia ,0,0,Frosinone,Napoli,1-5,A
544,2016-10-01,sabato,31,18,11,74,pioggia ,0,0,Sampdoria,Juventus,1-2,A
545,2016-10-02,domenica,26,18,15,86,pioggia ,0,0,-,-,-,-
546,2016-10-04,martedì,15,16,10,62,sole,0,0,Palermo,Lazio,0-3,A
546,2016-10-04,martedì,15,16,10,62,sole,0,0,Napoli,Verona,3-0,A
547,2016-10-05,mercoledì,21,13,8,72,pioggia ,0,0,-,-,-,-
548,2016-10-06,giovedì,25,13,8,65,sole,0,0,-,-,-,-
549,2016-10-07,venerdì,29,13,8,66,sole,0,0,-,-,-,-
550,2016-10-08,sabato,29,12,7,76,sole,0,0,-,-,-,-
551,2016-10-09,domenica,33,13,11,66,pioggia ,0,0,Palermo,Napoli,0-3,A
551,2016-10-09,domenica,33,13,11,66,pioggia ,0,0,Juventus,Sassuolo,3-1,A
552,2016-10-10,lunedì,1,14,11,54,sole,0,0,-,-,-,-
553,2016-10-11,martedì,18,11,6,73,sole,0,0,-,-,-,-
554,2016-10-12,mercoledì,19,9,1,68,sole,0,0,Sampdoria,Lazio,1-2,A
555,2016-10-13,giovedì,24,10,6,77,pioggia ,0,0,-,-,-,-
556,2016-10-14,venerdì,31,13,10,94,pioggia temporale ,0,0,-,-,-,-
557,2016-10-15,sabato,31,15,13,90,pioggia ,0,0,Napoli,Roma,1-3,A
557,2016-10-15,sabato,31,15,13,90,pioggia ,0,0,Juventus,Udinese,2-1,A
558,2016-10-16,domenica,33,14,10,91,nebbia ,serie A,0,Chievo,Milan,1-3,A
558,2016-10-16,domenica,33,14,10,91,nebbia ,serie A,0,Inter,Cagliari,1-2,A
558,2016-10-16,domenica,33,14,10,91,nebbia ,serie A,0,Lazio,Bologna,1-1,A
559,2016-10-18,martedì,17,14,10,90,nebbia ,0,0,-,-,-,-
560,2016-10-19,mercoledì,21,13,10,95,pioggia ,champions,0,-,-,-,-
561,2016-10-20,giovedì,28,12,8,93,pioggia ,0,0,-,-,-,-
562,2016-10-21,venerdì,27,10,5,85,sole,0,0,-,-,-,-
563,2016-10-22,sabato,49,11,6,85,pioggia nebbia ,0,0,Milan,Juventus,1-0,A
564,2016-10-23,domenica,26,12,9,83,sole,serie A,0,Empoli,Chievo,0-0,A
564,2016-10-23,domenica,26,12,9,83,sole,serie A,0,Crotone,Napoli,1-2,A
564,2016-10-23,domenica,26,12,9,83,sole,serie A,0,Atalanta,Inter,2-1,A
564,2016-10-23,domenica,26,12,9,83,sole,serie A,0,Torino,Lazio,2-2,A
565,2016-10-25,martedì,15,14,13,98,pioggia ,0,0,-,-,-,-
566,2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0,Chievo,Bologna,1-1,A
566,2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0,Inter,Torino,2-1,A
566,2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0,Napoli,Empoli,2-0,A
566,2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0,Juventus,Sampdoria,4-1,A
566,2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0,Lazio,Cagliari,4-1,A
567,2016-10-27,giovedì,22,16,11,69,pioggia ,serie A,0,-,-,-,-
568,2016-10-28,venerdì,26,13,9,78,sole,0,0,-,-,-,-
569,2016-10-29,sabato,33,11,5,84,sole,0,0,Juventus,Napoli,2-1,A
570,2016-10-30,domenica,19,11,5,83,nebbia ,serie A,0,Sampdoria,Inter,1-0,A
570,2016-10-30,domenica,19,11,5,83,nebbia ,serie A,0,Crotone,Chievo,2-0,A
570,2016-10-30,domenica,19,11,5,83,nebbia ,serie A,0,Lazio,Sassuolo,2-1,A
571,2016-10-31,lunedì,17,12,6,83,nebbia ,0,0,-,-,-,-
572,2016-11-01,martedì,24,10,8,96,nebbia ,0,Ognissanti,-,-,-,-
573,2016-11-02,mercoledì,10,12,10,92,sole,0,Giorno dei Morti,Lazio,Verona,5-2,A
574,2016-11-03,giovedì,14,12,8,77,sole,champions,0,Juventus,Sassuolo,1-0,A
575,2016-11-04,venerdì,18,10,6,72,sole,0,0,-,-,-,-
576,2016-11-05,sabato,36,10,9,96,pioggia ,0,0,-,-,-,-
577,2016-11-06,domenica,26,11,8,98,pioggia nebbia ,0,0,-,-,-,-
578,2016-11-08,martedì,18,6,2,76,sole,0,0,-,-,-,-
579,2016-11-09,mercoledì,19,6,-1,79,sole,0,0,Chievo,Lazio,1-1,A
579,2016-11-09,mercoledì,19,6,-1,79,sole,0,0,Pescara,Inter,1-2,A
580,2016-11-10,giovedì,10,6,2,84,sole,0,0,-,-,-,-
581,2016-11-11,venerdì,26,6,2,87,sole,0,0,-,-,-,-
582,2016-11-12,sabato,26,6,0,82,nebbia ,0,0,Cagliari,Napoli,0-5,A
582,2016-11-12,sabato,26,6,0,82,nebbia ,0,0,Palermo,Chievo,0-2,A
582,2016-11-12,sabato,26,6,0,82,nebbia ,0,0,Torino,Juventus,1-3,A
582,2016-11-12,sabato,26,6,0,82,nebbia ,0,0,Inter,Genoa,2-0,A
583,2016-11-13,domenica,19,6,0,77,sole,0,0,-,-,-,-
584,2016-11-15,martedì,19,4,0,76,sole,0,0,-,-,-,-
585,2016-11-16,mercoledì,14,4,-2,86,sole,0,0,-,-,-,-
586,2016-11-17,giovedì,17,6,0,84,sole,0,0,-,-,-,-
587,2016-11-18,venerdì,28,8,7,87,pioggia ,0,0,-,-,-,-
588,2016-11-19,sabato,42,9,8,99,pioggia nebbia ,0,0,Chievo,Cagliari,1-0,A
588,2016-11-19,sabato,42,9,8,99,pioggia nebbia ,0,0,Udinese,Napoli,1-2,A
588,2016-11-19,sabato,42,9,8,99,pioggia nebbia ,0,0,Juventus,Pescara,3-0,A
589,2016-11-20,domenica,20,10,8,97,nebbia ,serie A,0,Milan,Inter,2-2,A
589,2016-11-20,domenica,20,10,8,97,nebbia ,serie A,0,Lazio,Genoa,3-1,A
590,2016-11-22,martedì,15,14,9,89,sole,0,0,-,-,-,-
591,2016-11-23,mercoledì,21,14,12,86,pioggia ,champions,0,-,-,-,-
592,2016-11-24,giovedì,17,14,10,85,sole,0,0,-,-,-,-
593,2016-11-25,venerdì,24,15,12,85,pioggia ,0,0,-,-,-,-
594,2016-11-26,sabato,37,12,9,91,pioggia nebbia ,0,0,Torino,Chievo,2-1,A
595,2016-11-27,domenica,30,9,7,99,nebbia ,0,0,Palermo,Lazio,0-1,A
595,2016-11-27,domenica,30,9,7,99,nebbia ,0,0,Genoa,Juventus,3-1,A
596,2016-11-29,martedì,20,4,-1,49,sole,0,0,-,-,-,-
597,2016-11-30,mercoledì,21,2,-1,74,sole,0,0,-,-,-,-
598,2016-12-01,giovedì,21,2,-1,82,sole,0,0,-,-,-,-
599,2016-12-02,venerdì,24,3,-2,83,sole,0,0,-,-,-,-
600,2016-12-03,sabato,26,6,2,82,sole,0,0,Inter,Bologna,2-1,A
601,2016-12-04,domenica,28,7,5,81,sole,serie A,0,-,-,-,-
602,2016-12-06,martedì,16,4,0,88,sole,0,0,-,-,-,-
603,2016-12-07,mercoledì,26,0,-2,95,sole,0,0,-,-,-,-
604,2016-12-08,giovedì,26,0,-3,98,sole,champions,Immacolata Concezione,-,-,-,-
605,2016-12-09,venerdì,31,-1,-3,98,sole,0,0,-,-,-,-
606,2016-12-10,sabato,26,-1,-3,97,sole,0,0,-,-,-,-
607,2016-12-11,domenica,22,0,-2,96,sole,0,0,-,-,-,-
608,2016-12-13,martedì,15,1,-1,99,sole,0,0,-,-,-,-
609,2016-12-14,mercoledì,20,2,2,98,sole,0,0,-,-,-,-
610,2016-12-15,giovedì,17,3,0,97,sole,0,0,-,-,-,-
611,2016-12-16,venerdì,15,3,0,89,sole,0,0,-,-,-,-
612,2016-12-17,sabato,40,0,-4,92,sole,0,0,Juventus,Roma,1-0,A
613,2016-12-18,domenica,27,-2,-3,97,sole,serie A,0,Sassuolo,Inter,0-1,A
613,2016-12-18,domenica,27,-2,-3,97,sole,serie A,0,Chievo,Sampdoria,2-1,A
613,2016-12-18,domenica,27,-2,-3,97,sole,serie A,0,Lazio,Fiorentina,3-1,A
613,2016-12-18,domenica,27,-2,-3,97,sole,serie A,0,Napoli,Torino,5-3,A
614,2016-12-20,martedì,16,8,4,67,sole,0,0,-,-,-,-
615,2016-12-21,mercoledì,16,8,4,75,sole,0,0,Inter,Lazio,3-0,A
616,2016-12-22,giovedì,9,4,-1,84,sole,0,0,Roma,Chievo,3-1,A
616,2016-12-22,giovedì,9,4,-1,84,sole,0,0,Fiorentina,Napoli,3-3,A
617,2016-12-23,venerdì,22,4,-3,79,sole,0,0,-,-,-,-
618,2016-12-24,sabato,12,2,-2,87,sole,0,0,-,-,-,-
619,2016-12-26,lunedì,15,4,-1,79,sole,0,Santo Stefano,-,-,-,-
620,2016-12-27,martedì,14,5,-1,83,sole,0,0,-,-,-,-
621,2016-12-28,mercoledì,16,5,-3,63,sole,0,0,-,-,-,-
622,2016-12-29,giovedì,20,6,-1,68,sole,0,0,-,-,-,-
623,2016-12-30,venerdì,23,2,-4,80,sole,0,0,-,-,-,-
624,2016-12-31,sabato,19,-1,-6,87,sole,0,Ultimo dell'Anno,-,-,-,-
625,2017-01-01,domenica,16,-1,-6,82,nebbia ,0,Primo dell'Anno,-,-,-,-
626,2017-01-03,martedì,21,4,-1,68,sole,0,0,-,-,-,-
627,2017-01-04,mercoledì,22,0,-3,86,sole,0,0,Sassuolo,Lazio,1-2,A
628,2017-01-05,giovedì,20,3,-3,41,sole,0,0,-,-,-,-
629,2017-01-06,venerdì,22,1,-5,30,sole,0,Epifania,-,-,-,-
630,2017-01-07,sabato,29,-3,-8,57,sole,0,0,-,-,-,-
631,2017-01-08,domenica,34,-3,-8,65,sole,0,0,-,-,-,-
632,2017-01-10,martedì,9,0,-7,74,sole,0,0,Benevento,Inter,1-2,A
632,2017-01-10,martedì,9,0,-7,74,sole,0,0,Atalanta,Juventus,2-2,A
632,2017-01-10,martedì,9,0,-7,74,sole,0,0,Chievo,Fiorentina,2-1,A
632,2017-01-10,martedì,9,0,-7,74,sole,0,0,Napoli,Cagliari,3-0,A
632,2017-01-10,martedì,9,0,-7,74,sole,0,0,Lazio,Sassuolo,6-1,A
633,2017-01-11,mercoledì,22,-2,-5,54,sole,0,0,-,-,-,-
634,2017-01-12,giovedì,20,0,-3,67,pioggia neve ,0,0,Napoli,Juventus,0-1,A
635,2017-01-13,venerdì,21,1,-1,92,pioggia neve nebbia ,0,0,-,-,-,-
636,2017-01-14,sabato,35,1,-5,71,sole,0,0,Inter,Chievo,3-1,A
637,2017-01-15,domenica,22,2,-2,63,sole,0,0,Fiorentina,Juventus,2-1,A
637,2017-01-15,domenica,22,2,-2,63,sole,0,0,Lazio,Atalanta,2-1,A
637,2017-01-15,domenica,22,2,-2,63,sole,0,0,Napoli,Pescara,3-1,A
638,2017-01-17,martedì,14,3,-2,40,sole,0,0,-,-,-,-
639,2017-01-18,mercoledì,18,2,-5,53,sole,0,0,-,-,-,-
640,2017-01-19,giovedì,15,2,-3,57,sole,0,0,-,-,-,-
641,2017-01-20,venerdì,14,1,-4,61,sole,0,0,-,-,-,-
642,2017-01-21,sabato,32,0,-6,64,sole,0,0,Chievo,Fiorentina,0-3,A
